id,事務所id,名前,人数,性別,別名,active,activeend,師匠,旧コンビ名,ネタ製作者,出会い,由来,公式サイト,YouTube,tiktok
570,108,ストロベビー,2,11,,2006/1/1 0:00,,,,,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=3211,,
571,63,ストロングスタイル ,2,11,,2008/1/1 0:00,,,,,,,,,
572,96,ストロング・マイマイズ,2,11,,1998/1/1 0:00,2007/1/1 0:00,,,,日本映画学校,,,,
573,999,スネークマンショー,2,11,,,,,,,,,https://www.sonymusic.co.jp/Music/Info/SnakemanShow/index_pc.html,,
574,108,スパークスタート,2,11,,2004/1/1 0:00,2009/1/29 0:00,,,,,,,,
575,88,スパナペンチ,2,11,,2009/1/1 0:00,2014/1/1 0:00,,ケチャップリン（永田） ヘイヘイマニー（高橋）,,早稲田大学（早稲田寄席演芸研究会）,,http://www.p-jinriki.com/pc/talent/spannerpench/,,
576,125,スパローズ,2,11,,1995/1/1 0:00,,,,,福岡県立八幡中央高等学校,,http://asaikikaku.co.jp/talent/profile/sparrows,,
577,108,Span!,2,11,,2004/1/1 0:00,,,,水本健一,,,,,
578,38,スピーク☆イージー,2,11,,1995/1/1 0:00,2003/1/1 0:00,ビートたけし,釣り堀→ホテル街,,,,,,
579,95,スピードワゴン,2,11,,1998/1/1 0:00,,,マグニチュード（井戸田） バツイチほか（小沢）,小沢 一敬,名古屋吉本,,http://com.horipro.co.jp/talent/supi-dowagon/,https://www.youtube.com/channel/UCdVJI_xj_gB5NFoMyUeZRVA,
580,88,Z-BEAM,2,11,,1988/1/1 0:00,1992/1/1 0:00,,,,劇団東京ヴォードヴィルショー,,,,
581,121,スポンジブルドック,2,11,,1992/1/1 0:00,2011/8/1 0:00,,もつマメ,,小学校の同級生,,,,
582,108,ZUMA ,2,11,,2012/1/1 0:00,,,,,,,,,
583,146,スマイル ,2,11,,2003/4/1 0:00,,,,瀬戸洋祐,中学時代の同級生同士,,https://profile.yoshimoto.co.jp/talent/detail?id=630,,
584,108,スミス夫人,2,11,,1989/1/1 0:00,2001/1/1 0:00,,,,,,,,
585,108,スリーナイン ,2,11,,,2018/3/31 0:00,,,,,,,,
586,108,スリムクラブ,2,11,,2005/1/1 0:00,,,,真栄田賢,琉球大学,,https://profile.yoshimoto.co.jp/talent/detail?id=476,,
587,125,ずん,2,11,,2000/1/1 0:00,,,,両者,,,http://asaikikaku.co.jp/talent/profile/zun,,
588,59,ズンズンポイポイ ,2,11,,2009/1/1 0:00,,,,THE小野が中心となって作成,大阪NSC,,https://neet-project.com/profile/zunpoi/,,
589,96,セイシュン・ダーツ,2,11,,2003/1/1 0:00,2018/1/1 0:00,,青春ダーツ,青木泰寛,,,,,
590,93,せーじ・けーすけ,2,11,,1990/1/1 0:00,2013/1/1 0:00,,,,,,,,
591,117,世界少年,2,11,,2009/1/1 0:00,2017/1/1 0:00,,よしだくじらい,吉田悟,,,https://www.shochikugeino.co.jp/talents/sekaishonen,,
592,40,セカンドステージ,2,11,,2001/3/1 0:00,2007/1/1 0:00,,くおん（佐藤）,,,,,,
593,146,背中バキボキズ,2,11,,2010/1/1 0:00,2013/1/1 0:00,,,,,,https://web.archive.org/web/20111127044828/http://bkbkz.laff.jp/,,
594,108,セブンbyセブン,2,11,,2003/1/1 0:00,,,,,那覇中学校,,https://blogs.yahoo.co.jp/seventamaki_blog,,
595,147,ゼミナールキッチン,2,11,,2001/1/1 0:00,2010/1/1 0:00,,,,,,http://grapecom.jp/talents/avocado_laundry,,
596,108,せみほたる,2,11,,2017/1/1 0:00,2021/1/19 0:00,,,両者,NSC,,,,
597,108,セルライトスパ,2,11,,2009/1/1 0:00,,,,両者,吉本総合芸能学院,,https://profile.yoshimoto.co.jp/talent/detail?id=5084,,
598,104,ZEN,2,11,,2001/1/1 0:00,,,禅,,NSC,,https://www.watanabepro.co.jp/mypage/4000008/,,
599,57,センサールマン,2,11,,2012/1/1 0:00,,,ポテンシャル、メガロドン（山崎） ラブソング、タンザナイト（愛）  純子、ラスベガス、NANIWAラスベガス、オレ・ラ・センサール,,NSC,,,,
600,108,そいつどいつ,2,11,,2015/1/1 0:00,,,,松本竹馬,NSC東京校,,https://profile.yoshimoto.co.jp/talent/detail?id=6796,https://www.youtube.com/channel/UCt_ARKKz_7gG8KrdzOseB8A,
601,74,爽快パンク,2,11,,2009/1/1 0:00,2010/1/1 0:00,,,,,,,,
602,82,象さんのポット,2,11,,1983/1/1 0:00,1994/1/1 0:00,,,としゆき,,,http://www.jcup.net/main.htm,,
603,95,底ぬけAIR-LINE,2,11,,1991/1/1 0:00,2003/1/1 0:00,,よにん組,古坂和仁,日本映画学校,,,,
604,44,ゾフィー ,2,11,,2014/1/1 0:00,,,チェルシー（上田） あずう（サイトウ）,上田航平,知人の紹介,,https://grapecom.jp/talent_writer/zoffy/,https://www.youtube.com/channel/UCw2AIP_0OmgYqgAJU1jOH-g,
605,108,ソラシド ,2,11,,2001/1/1 0:00,,,,,NSC大阪校,,https://profile.yoshimoto.co.jp/talent/detail?id=390,,
606,75,ダークホース ,2,11,,2001/1/1 0:00,2019/1/1 0:00,,,山出雄大,,,http://newstaffpro.com/talent/profile.html?cid=3,,
607,59,だーりんず,2,11,,2011/1/1 0:00,,,おだとりんす,両者,アルバイト先の同僚,,https://www.sma.co.jp/s/sma/artist/528?ima=0000#/news/0,,
608,128,ダーリンハニー,2,11,,1994/1/1 0:00,1996/1/1 0:00,,モダんず（活動休止前まで）,長嶋トモヒコ,和光学園,,,,
609,108,ダイアン,2,11,,2000/1/1 0:00,,,,ユースケ,少年サッカーチーム 滋賀県愛知川町立愛知中学校,,,https://www.youtube.com/channel/UCWpDV9u0M6H1Lu0AgdUU3Iw,
610,117,タイーク,2,11,,2011/1/1 0:00,2015/1/1 0:00,,,金井貴史,同じ成蹊大学での友人同士,,,,
611,88,大仰天,2,11,,2019/1/1 0:00,,,ゆうけんず、コイウタ（田口）卯月（木場）,,養成所の先輩後輩,,http://www.p-jinriki.com/talent/daigyoten/,,
612,108,大自然 ,2,11,,2015/1/1 0:00,,,しんちゃん ジョッキー 中張又張 トリプルスペインロジャー キングタコス ジャズタイム,両者,,,https://profile.yoshimoto.co.jp/talent/detail?id=6100,https://www.youtube.com/channel/UCvD2_kL2TsTeSNEiC0VOgnw,
613,146,大蛇が村にやってきた,2,11,,2001/1/1 0:00,2012/1/1 0:00,,,,,,http://daija.laff.jp/index.html,,
614,108,ダイタク,2,11,,2008/1/1 0:00,,,,2人で話しながら作成,父の睾丸,,,https://www.youtube.com/channel/UCVYgwpW8v3OM_bry9j838Xg,
615,117,だいなお,2,11,,2005/1/1 0:00,2014/1/1 0:00,,,,,,http://web.archive.org/web/20080523230024/http://www.shochikugeino.co.jp/talents/03/post-62.html,,
616,53,第2PK,2,11,,2009/1/1 0:00,,,,,,,,,
617,108,ダイノジ,2,11,,1994/1/1 0:00,,,,大谷ノブ彦,中学校時代,,https://web.archive.org/web/20080207024635/http://dienoji.laff.jp/,,
618,104,台風クラブ ,2,11,,2017/1/1 0:00,,,よしんば（成岡）,成岡,,,,,
619,108,太平サブロー・シロー,2,11,,1976/1/1 0:00,1992/1/1 0:00,レツゴー三匹,,,レツゴー三匹の門下生同士,,,,
620,102,だいまじん,2,11,,2001/1/1 0:00,,,,,,,,,
621,108,タイムキーパー ,2,11,,2019/1/1 0:00,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6792,,
622,89,タイムトラベラー,2,11,,1996/1/1 0:00,2002/1/1 0:00,,,,,,,,
623,53,タイムボム ,2,11,,2011/1/1 0:00,,,,,東京アナウンス学院,,https://www.sunmusic-gp.co.jp/talent/timebomb/,,
624,128,タイムマシーン3号,2,11,,2000/1/1 0:00,,,,両者,東京アナウンス学院,,https://www.ohtapro.co.jp/talent/timemachinesangou.html,https://www.youtube.com/channel/UCsSVOnuH739ibN24Lma-12Q,
625,108,ダイヤモンド ,2,11,,2017/1/1 0:00,,,エレーン（野澤） アルドルフ、セクシーパクチー（小野）,野澤輸出,,,https://profile.yoshimoto.co.jp/talent/detail?id=7257,,
626,44,たいよう ,2,11,,2008/1/1 0:00,2012/1/1 0:00,,,,,,,,
627,108,ダ・ヴィンチ,2,11,,2003/1/1 0:00,2008/7/1 0:00,,,,,,,,
628,999,ダウソタウソ,2,11,,,,,,,ものまねショーパブ,,,,
629,108,ダウンタウン ,2,11,,1982/1/1 0:00,,,,松本人志,尼崎市立潮小学校,,https://profile.yoshimoto.co.jp/talent/detail?id=250,,
630,108,タカアンドトシ,2,11,,1994/1/1 0:00,,志村けん,タカ&トシ,両者,札幌市立西岡北中学校,,https://profile.yoshimoto.co.jp/talent/detail?id=200,,
631,125,たかしひでき,2,11,,1995/1/1 0:00,2011/1/1 0:00,,LOVE,,,,,,
632,139,高峰和才・洋才,2,11,,1973/1/1 0:00,2011/1/1 0:00,リーガル天才・秀才,,,,,,,
633,108,滝音,2,11,,2016/1/1 0:00,,,シーズン、SK-2（さすけ） アネモネ男爵、天秤丸（秋定）,両者,さすけの勧誘,,https://profile.yoshimoto.co.jp/talent/detail?id=6397,https://www.youtube.com/channel/UCYx5BXQ9lPbRASpUA-7m8cg,
634,146,たくろう,2,11,,2016/1/1 0:00,,,バンドワゴン オルタレートピッキング（きむら） あぶりぽンズ ムミムシュウ（赤木）,両者,NSCの先輩後輩,,,,
635,88,竹内ズ,2,11,,2017/1/1 0:00,,,トップンポップン（がまの助）,がまの助,,,http://www.p-jinriki.com/talent/takeuchizu/,,
636,125,黄昏アンティーク,2,11,,2007/1/1 0:00,,,,,,,,,
637,117,DA-DA,2,11,,1989/1/1 0:00,2009/1/1 0:00,,,,,,,,
638,108,タチマチ,2,11,,2018/7/20 0:00,,,小池（安達） セントライト（胡内）,,村上ドラゴンV（キングブルブリン）の紹介,,,,
639,108,タックイン ,2,11,,1989/1/1 0:00,,,,,名古屋NSC,,,,
640,130,ダックスープ,2,11,,1990/1/1 0:00,2006/1/1 0:00,若井はやと（宮崎） 笑福亭鶴光（木藤）,,,其々の弟子同士,,,,
641,76,ダッシュたぬきち,2,11,,2000/1/1 0:00,2018/1/1 0:00,,自然隊 ガルツー,,,,,,
642,999,立川ボーイズ,2,11,,,,七代目立川談志,,,,,,,
643,159,立山センター・オーバー,2,11,,1981/10/1 0:00,,横山ホットブラザーズ（センター） ミヤコ蝶々（オーバー）,,,,,,,
644,88,ダトウキョク,2,11,,2016/1/1 0:00,2018/1/1 0:00,,,諏訪園昇平,養成所,,http://www.p-jinriki.com/talent/datokyoku/,,
645,108,タナからイケダ,2,11,,2005/1/1 0:00,,,,両者,NSC,,,,
646,60,ダニエルズ,2,11,,2016/1/1 0:00,,,,両者,,,http://www.titan-net.co.jp/talent/daniels/,,
647,108,田畑藤本,2,11,,2007/1/1 0:00,2020/1/1 0:00,,,両者,京都市立桂中学校,,https://profile.yoshimoto.co.jp/talent/detail?id=2985,,
648,146,ダブルアート,2,11,,2007/1/1 0:00,,,,,"小学校と中学校の先輩、後輩

同じバンドの仲間",,,,
649,146,ダブルウィッシュ,2,11,,2008/4/1 0:00,,,,,,,,,
650,999,Wエース,2,11,,1967/1/1 0:00,,コロムビア・トップ（丘）,,,,,,,
651,104,Wエンジン,2,11,,2000/1/1 0:00,,,宴人 ダイラップ（チャン） キリギリス（えとう）,,,,https://www.watanabepro.co.jp/mypage/4000006/,,
652,999,Wけんじ,2,11,,1961/1/1 0:00,1999/1/1 0:00,東喜代駒・駒千代,,,,,http://www.manzaikyokai.org/entertainer/w-kenji/,,
653,146,Wコウジ,2,11,,1985/1/1 0:00,,,,,,,,,
654,159,ダブルコセガレ,2,11,,1999/4/1 0:00,2004/1/1 0:00,,,,,,,,
655,108,Wコミック,2,11,,,,村上ショージ（おぎの信号）,,,,,,,
656,89,Wコロン,2,11,,2004/1/1 0:00,2015/1/1 0:00,Wエース,,,,,,,
657,117,ダブルダッチ ,2,11,,2005/1/1 0:00,2010/1/1 0:00,,アップスタート スクラッチ（田中） ラブミーテンダー ラインバック（西井）,,,,,,
658,68,ダブルネーム,2,11,,2003/1/1 0:00,,,,,千葉市立さつきが丘中学校の先輩後輩の間柄,,http://www.top-color.jp/?page_id=8,,
659,108,ダブルヒガシ,2,11,,2014/1/1 0:00,,,,大東翔生,高校の同級生,,https://profile.yoshimoto.co.jp/talent/detail?id=5781,,
660,95,ダブルブッキング ,2,11,,1998/1/1 0:00,,,,川元文太,アルバイト先のカラオケボックス,,http://com.horipro.co.jp/talent/daburubukking/,,
661,66,Wモアモア,2,11,,1970/1/1 0:00,2020/1/1 0:00,,,,太田プロダクション,,,,
662,999,Wヤング,2,11,,1964/1/1 0:00,2019/1/1 0:00,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=131,,
663,999,玉子家利丸・松鶴家日の一,2,11,,,,玉子屋円辰（玉子家利丸） 日の丸（松鶴家日の一）,,,,,,,
664,88,魂ず,2,11,,2011/1/1 0:00,,,インベージョン,,琉球リハビリテーション学院の同級生,,http://www.p-jinriki.com/talent/tamashizu/,,
665,108,魂の巾着,2,11,,2007/1/1 0:00,,,あなもよう（本多） くされカナブン（金井） にんにくもりもり,本多修,,,,,
666,85,ダムダムおじさん,2,11,,2003/1/1 0:00,,,,,大学のサークル,,http://www.dum-dum.info,,
667,88,ダメジン,2,11,,2008/1/1 0:00,2012/1/1 0:00,,,,養成所,,https://web.archive.org/web/20100527000401/http://www.p-jinriki.com/pc/talent/damejin/,,
668,108,タモンズ,2,11,,2005/1/1 0:00,,,つき（2019年4月 - 12月）,,兵庫県立須磨東高等学校,,,,
669,117,たらちね ,2,11,,2018/2/1 0:00,,,,草山公汰 [1],,,https://www.shochikugeino.co.jp/talents/たらちね/,,
670,58,タリキ,2,11,,2000/1/1 0:00,,,,,大学の同級生,,,,
671,95,ダルメシアン ,2,11,,,2009/1/1 0:00,,ラフ・メイカー、チャンネルチェンジ,,,,,,
672,75,弾丸ジャッキー,2,11,,2003/1/1 0:00,2016/1/1 0:00,,SQ,,,,http://www.newstaffpro.com/profile.html?cid=1,,
673,64,ダンサブル,2,11,,1994/1/1 0:00,,,ダンサンブル,両者,小松原高等学校,,http://www.dudes.jp/talent/danceable/,,
674,108,男性ブランコ,2,11,,2011/1/1 0:00,,,,平井まさあき,大学の演劇サークル,,,https://www.youtube.com/channel/UCJu3mFiERByz2CupSdurYUA,
675,118,タンデム・シップ,2,11,,2009/1/1 0:00,,,,矢部たかひろ,,,,,
676,147,タンバリン ,2,11,,2005/1/1 0:00,2010/12/1 0:00,,,,駿河台大学,,,,
677,108,ダンビラムーチョ,2,11,,2010/1/1 0:00,,,,両者,東洋大学の同級生,,https://profile.yoshimoto.co.jp/talent/detail?id=4459,https://www.youtube.com/channel/UCcg9UFNQTlEBTSKDpzIVShQ,
678,108,TEAM-0,2,11,,1988/1/1 0:00,1993/1/1 0:00,,GSX（ガスペケ）,,,,,,
679,108,チーモンチョーチュウ,2,11,,2001/1/1 0:00,,,,両者,千葉県立佐倉南高等学校,,,,
680,83,チェリーズ,2,11,,1989/1/1 0:00,1993/1/1 0:00,,,高野保彦 鵜飼潤,才賀企画,,,,
681,108,チェリー大作戦,2,11,,2016/12/1 0:00,,,林檎ストーブ、ランデブー、ひゃくにん（宗安） 全力とまと（鎌田キテレツ）,宗安,大阪NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=6654,,
682,88,地球 ,2,11,,2009/1/1 0:00,2019/1/1 0:00,,,両者,大学の同級生,,http://www.p-jinriki.com/pc/talent/chikyu/profile.php,,
683,999,千歳家今次・今若,2,11,,,,千歳家今男,,,,,,,
684,999,千歳家歳男・松鶴家団之助,2,11,,,,千歳家今男（歳男） 鶴家団蔵、初代松鶴家千代八（団之助）,,,,,,,
685,108,千鳥 ,2,11,,2000/1/1 0:00,,,,大悟,岡山県立笠岡商業高等学校,,https://profile.yoshimoto.co.jp/talent/detail?id=098,,
686,108,千原兄弟,2,11,,1989/1/1 0:00,,,せいじ・こうじ ブラザーズ,千原ジュニア,兄弟,,https://profile.yoshimoto.co.jp/talent/detail?id=019,,
687,133,ちびっこギャング,2,11,,1984/1/1 0:00,1994/1/1 0:00,,,,,,,,
688,53,チャーチル ,2,11,,2005/1/1 0:00,2010/1/1 0:00,,パティグロン,,,,https://web.archive.org/web/20070701173145/http://www.sunmusic.org/get/profile/profile_churchill.html,,
689,147,チャーミング ,2,11,,2004/1/1 0:00,2018/1/1 0:00,,,野田航裕,,,http://neet-project.com/profile/charming/index.html,,
690,45,チャーミング炒飯,2,11,,2011/10/1 0:00,,,,両者（ベースは濱口）,中高大の同級生,,http://www.kdashstage.jp/profile/archives/66,,
691,77,チャーリーカンパニー,2,11,,1975/1/1 0:00,,,,,,,,,
692,108,チャイルドプリンス,2,11,,2014/1/1 0:00,,,あろ?ず(織田),,中学校の同級生,,,,
693,108,チャイルドマシーン,2,11,,1995/1/1 0:00,2004/1/1 0:00,,,,,,,,
694,88,チャップメン,2,11,,1998/1/1 0:00,2004/1/1 0:00,,,,,,,,
695,108,チャド・マレーン,2,11,,1999/1/1 0:00,,ぼんちおさむ（チャド）,モーニンコール ジパング上陸作戦,,NSC,,http://chad.jp/,,
696,108,ちゃらん婆,2,11,,2014/1/1 0:00,,,ちゃらてり・まじっく（のちゃーん）,,,,,,
697,108,ちゃらんぽらん,2,11,,1979/1/1 0:00,2008/1/1 0:00,,ザ・ちゃらんぽらん,,高校時代,,,,
698,146,チャリンコクラブ,2,11,,2010/1/1 0:00,,,,,,,,,
699,85,チャンピオンジム,2,11,,2011/1/1 0:00,2014/1/1 0:00,,,,,,,,
700,108,チュートリアル ,2,11,,1998/3/1 0:00,,,ギロチン チューイング（徳井）,徳井義実,菊の花幼稚園,,,,
701,108,チュパチャップス,2,11,,1991/1/1 0:00,1999/1/1 0:00,,チュッパチャップス吉本印天然素材,星田英利,,,,,
702,104,チュランペット,2,11,,2012/1/1 0:00,,,ひまつぶし,,小学校の頃,,https://www.watanabepro.co.jp/mypage/4000033/,,
703,125,チョイチャック,2,11,,2000/1/1 0:00,2014/1/1 0:00,なし,,伊佐陶太,大学,,http://www.asaikikaku.co.jp/profile/choichakku/,,
704,108,チョコレートプラネット,2,11,,2006/1/1 0:00,,,スリーポイント（長田）,長田庄平,NSC,,,https://www.youtube.com/channel/UCpCesuCH4UxIcy65gSrC0Pw,
705,108,チョップリン,2,11,,1999/1/1 0:00,,,,,小学校時代からの同級生,,https://www.shochikugeino.co.jp/talents/choppurin,,
706,60,XXCLUB,2,11,,2016/1/1 0:00,,,,大島育宙,大学のお笑いサークル,,http://www.titan-net.co.jp/talent/xxclub/,,
707,108,チング,2,11,,2003/3/1 0:00,2010/2/6 0:00,,,,,,,,
708,108,ツインカム ,2,11,,1993/1/1 0:00,2001/1/1 0:00,,,島根定義,高校の同級生,,,,
709,147,ツインクル ,2,11,,1999/1/1 0:00,,,,,近畿大学,,https://www.neet-project.com/profile/twinkle/,,
710,999,ツインズ ,2,11,,2002/1/1 0:00,,,,,,,,,
711,60,ツインタワー,2,11,,2009/9/1 0:00,2016/4/1 0:00,,,オオニシ,,,,,
712,96,ツィンテル,2,11,,2008/1/1 0:00,2015/1/1 0:00,,,両者,,,http://www.maseki.co.jp/talent/twintell,,
713,999,ツーツーレロレロ,2,11,,1981/1/1 0:00,1983/1/1 0:00,ビートたけし,,,,,,,
714,108,ツートライブ,2,11,,2008/1/1 0:00,,,ハッピーエンド,周平魂,兵庫県立大学,,https://profile.yoshimoto.co.jp/talent/detail?id=5188,,
715,85,ツートンカラー,2,11,,2018/10/1 0:00,,,ツートンカラー,,,,,,
716,146,ツーナッカン,2,11,,1998/1/1 0:00,,,,,,,,,
717,38,ツービート,2,11,,1972/1/1 0:00,,深見千三郎、コロムビア・ライト、松鶴家千代若・千代菊,松鶴家二郎・次郎（二代目）→空たかし・きよし,ビートきよし→ビートたけし,浅草フランス座,,,,
718,91,ツーライス,2,11,,2006/1/1 0:00,,,,,,,http://www.p-susumu.co.jp,,
719,108,月亭かなめ・ぜんじろう,2,11,,1988/1/1 0:00,1989/1/1 0:00,,,,,,,,
720,108,つちふまズ,2,11,,2016/1/1 0:00,,,白黒バンビ,三木智洋,共通の友人の紹介,,,,
721,108,つばさ・きよし,2,11,,2000/1/1 0:00,2013/1/1 0:00,大木こだま（つばさ） ぼんちおさむ（き謔ｵ）,青空グァム・サイパン うえきばち（つばさ） サイドB（きよし）,,,,http://www.yoshimoto.co.jp/umeda/performer/each.php?no=030,,
722,117,つるせんねん,2,11,,2003/1/1 0:00,2008/1/1 0:00,,,,,,,,
723,104,TIM ,2,11,,1994/1/1 0:00,,,,両者,アパートの隣人,,https://www.watanabepro.co.jp/mypage/3000003/,,
724,108,ティーアップ,2,11,,1988/12/1 0:00,,,,前田勝,,,http://teeup-sp.com/,,
725,146,D・N・A ,2,11,,2007/1/1 0:00,2009/1/1 0:00,,爆弾連盟（トリオ時代）,,,,http://www.yoshimoto.co.jp/base/groups/ditail/73,,
726,999,TKO ,2,11,,1990/1/1 0:00,,,たむろ、T・K・O,木下隆行,中学校時代,,https://www.shochikugeino.co.jp/talents/tko,,
727,44,TCクラクション,2,11,,2019/1/1 0:00,,,ドリーマーズ（坂本）,,,,https://grapecom.jp/talent_writer/tc-klaxon/,,
728,111,Take2,2,11,,1994/1/1 0:00,,萩本欽一,,,欽ちゃん劇団,,http://www.sato-kikaku.co.jp/profile/take2.html,,
729,88,D-BARN,2,11,,1993/1/1 0:00,1999/1/1 0:00,,デッドヒート,,,,,,
730,108,Dボタン ,2,11,,2015/1/1 0:00,2018/1/1 0:00,,ワンハンドレッド サンプライズ,三中元克,高校の同級生,,http://www.yoshimoto.co.jp/,,
731,44,ティモンディ,2,11,,2015/1/1 0:00,,,,前田裕太,済美高等学校,,,https://www.youtube.com/channel/UC7M5B6wHkVRtODeNK2Q7BmQ,
732,44,ディープインパクト ,2,11,,2012/1/1 0:00,,,,仲松隆志,沖縄県立嘉手納高等学校の同級生,,,,
733,140,テキサスコンビ,2,11,,,,三田マサル,,,,,,,
734,999,凸凹一番・二番,2,11,,,,,桂光一・光二,,,,,,
735,125,デコボコ団,2,11,,2004/1/1 0:00,2014/12/1 0:00,特になし,,阿見201,,,,,
